index,bytes,skeleton_id,entry_count,types
1387,112,1,18,2 2 2 2 2 2 2 1 2 2 2 1 2 2 2 2 2 1
1388,98,1,16,2 2 2 2 2 2 2 1 2 2 2 1 2 2 2 1
1389,101,1,18,2 2 2 2 2 2 2 2 1 2 2 1 2 2 2 2 2 2
1390,121,1,21,2 2 2 2 2 2 2 2 2 1 2 2 2 1 2 2 2 2 2 2 1
1391,121,1,21,2 2 2 2 2 2 2 2 2 1 2 2 2 1 2 2 2 2 2 2 1
1392,113,1,19,2 2 2 2 2 2 2 1 2 2 2 1 2 2 2 2 2 2 1
1393,108,1,19,2 2 2 2 2 2 2 1 2 2 2 1 2 2 2 2 2 2 1
1394,102,1,18,2 2 2 2 2 2 2 2 1 2 2 1 2 2 2 2 2 2
1395,96,1,18,2 2 2 2 2 2 2 2 1 2 2 1 2 2 2 2 2 2
1396,84,1,14,2 2 2 2 2 2 1 2 2 1 2 2 2 2
1397,84,1,14,2 2 2 2 2 2 1 2 2 1 2 2 2 2
1398,119,1,21,2 2 2 2 2 2 2 2 2 1 2 2 2 1 2 2 2 2 2 2 1
1399,112,1,19,2 2 2 2 2 2 2 1 2 2 2 1 2 2 2 2 2 2 1
1400,87,1,15,2 2 2 2 2 2 1 2 2 1 2 2 2 2 2
1401,83,1,14,2 2 2 2 2 2 1 2 2 1 2 2 2 2
1402,112,1,19,2 2 2 2 2 2 2 1 2 2 2 1 2 2 2 2 2 2 1
1403,94,1,15,2 2 2 2 2 2 2 1 2 2 2 1 2 2 1
1404,99,1,16,2 2 2 2 2 2 2 1 2 2 2 1 2 2 2 1
1405,75,1,12,2 2 2 2 2 2 1 2 2 1 2 2
1406,86,1,15,2 2 2 2 2 2 1 2 2 1 2 2 2 2 2
1407,84,1,14,2 2 2 2 2 2 1 2 2 1 2 2 2 2
1408,75,1,12,2 2 2 2 2 2 1 2 2 1 2 2
1409,108,1,19,2 2 2 2 2 2 2 1 2 2 2 1 2 2 2 2 2 2 1
1410,111,1,18,2 2 2 2 2 2 2 1 2 2 2 1 2 2 2 2 2 1
1411,56,1,9,2 2 2 2 1 2 2 1 2
1412,81,1,13,2 2 2 2 2 2 1 2 2 1 2 2 2
1413,101,1,18,2 2 2 2 2 2 2 2 1 2 2 1 2 2 2 2 2 2
1414,101,1,16,2 2 2 2 2 2 2 1 2 2 2 1 2 2 2 1
1415,117,1,24,2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 1 2
1416,133,1,26,2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 1 2 1 2
1417,136,1,25,2 2 2 1 2 2 2 1 2 2 2 1 2 2 2 1 2 2 2 2 2 2 2 1 2
1418,112,1,21,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1419,132,1,22,2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1420,145,1,27,2 2 2 2 2 2 1 2 2 2 1 2 2 2 2 1 2 2 2 2 2 2 2 1 2 1 2
1421,134,1,26,2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 1 2 1 2
1422,129,1,25,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 1 2 1 2
1423,94,1,11,2 2 2 2 2 2 2 2 2 2 1
1424,135,1,26,2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 1 2 1 2
1425,133,1,27,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 1 2 2 2 2 2 2 2 1 2 1 2
1426,45,1,7,2 2 2 2 2 2 2
1427,124,1,24,2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 1 2
1428,144,1,27,2 2 2 2 2 2 1 2 2 2 1 2 2 2 2 1 2 2 2 2 2 2 2 1 2 1 2
1429,135,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 1 2
1430,136,1,27,2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 1 2
1431,133,1,24,2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 1 2
1432,145,1,27,2 2 2 1 2 2 2 1 2 2 2 1 2 2 2 1 2 2 2 2 2 2 2 1 2 1 2
1433,129,1,23,2 2 2 2 2 2 2 2 2 1 2 2 2 1 2 2 2 2 2 2 2 1 2
1434,123,1,24,2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 1 2
1435,136,1,25,2 2 2 1 2 2 2 1 2 2 2 1 2 2 2 1 2 2 2 2 2 2 2 1 2
1436,140,1,27,2 2 2 1 2 2 2 1 2 2 2 1 2 2 2 1 2 2 2 2 2 2 2 1 2 1 2
1437,135,1,24,2 2 2 2 2 2 1 2 2 2 1 2 2 2 1 2 2 2 2 2 2 2 1 2
1438,139,1,26,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1
1439,143,1,26,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1
1440,145,1,27,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 1 2 2 2 2 2 2 2 2 1
1441,147,1,26,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1
1442,146,1,26,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1
1443,143,1,27,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 1 2 2 2 2 2 2 2 2 1
1444,143,1,26,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1
1445,142,1,26,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1
1446,142,1,26,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1
1447,140,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1448,147,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1
1449,149,1,29,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2 2 1
1450,144,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1451,141,1,29,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1452,145,1,29,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2 2 1
1453,146,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1454,142,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1455,141,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1456,148,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1
1457,145,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1458,147,1,29,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2 2 1
1459,145,1,29,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1460,143,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1461,147,1,29,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2 2 1
1462,147,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1463,145,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1
1464,142,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1465,149,1,29,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1466,146,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1467,143,1,29,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1468,142,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1469,147,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1
1470,142,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1471,139,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1472,145,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1
1473,142,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1474,149,1,29,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2 2 1
1475,139,1,29,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1476,144,1,29,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1477,143,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1478,140,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1479,139,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1480,148,1,29,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1481,145,1,29,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1482,147,1,29,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1483,148,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1484,141,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1485,148,1,29,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2 2 1
1486,146,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1
1487,142,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1488,144,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1489,143,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1490,144,1,29,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2 2 1
1491,142,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1492,140,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1493,143,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1
1494,149,1,29,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2 2 1
1495,143,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1496,144,1,29,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2 2 1
1497,136,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1498,148,1,29,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2 2 1
1499,147,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1
1500,147,1,29,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1501,144,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1502,143,1,29,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1503,143,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1504,144,1,29,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1505,145,1,29,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1506,147,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 1
1507,142,1,28,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1508,148,1,29,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2 2 1
1509,146,1,29,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1510,142,1,28,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1
1511,111,1,20,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2
1512,99,1,18,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2
1513,106,1,20,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2
1514,96,1,18,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2
1515,100,1,17,2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2
1516,29,1,4,2 2 2 2
1517,112,1,21,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2
1518,67,1,8,2 2 2 2 2 2 2 2
1519,91,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1520,103,1,20,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2
1521,75,1,10,2 2 2 2 2 2 2 2 2 2
1522,105,1,18,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2
1523,109,1,20,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2
1524,68,1,8,2 2 2 2 2 2 2 2
1525,109,1,20,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2
1526,111,1,20,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2
1527,105,1,18,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2
1528,109,1,20,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2
1529,72,1,9,2 2 2 2 2 2 2 2 2
1530,83,1,14,2 2 2 2 2 2 2 2 2 2 2 2 2 2
1531,108,1,21,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2
1532,106,1,21,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2
1533,88,1,14,2 2 2 2 2 2 2 2 2 2 2 2 2 2
1534,85,1,13,2 2 2 2 2 2 2 2 2 2 2 2 2
1535,91,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1536,78,1,10,2 2 2 2 2 2 2 2 2 2
1537,84,1,10,2 2 2 2 2 2 2 2 2 2
1538,88,1,14,2 2 2 2 2 2 2 2 2 2 2 2 2 2
1539,82,1,12,2 2 2 2 2 2 2 2 2 2 2 2
1540,88,1,14,2 2 2 2 2 2 2 2 2 2 2 2 2 2
1541,79,1,10,2 2 2 2 2 2 2 2 2 2
1542,88,1,14,2 2 2 2 2 2 2 2 2 2 2 2 2 2
1543,87,1,14,2 2 2 2 2 2 2 2 2 2 2 2 2 2
1544,88,1,14,2 2 2 2 2 2 2 2 2 2 2 2 2 2
1545,84,1,12,2 2 2 2 2 2 2 2 2 2 2 2
1546,87,1,14,2 2 2 2 2 2 2 2 2 2 2 2 2 2
1547,87,1,13,2 2 2 2 2 2 2 2 2 2 2 2 2
1548,87,1,14,2 2 2 2 2 2 2 2 2 2 2 2 2 2
1549,87,1,14,2 2 2 2 2 2 2 2 2 2 2 2 2 2
1550,61,1,7,2 2 2 2 2 2 2
1551,87,1,13,2 2 2 2 2 2 2 2 2 2 2 2 2
1552,87,1,14,2 2 2 2 2 2 2 2 2 2 2 2 2 2
1553,78,1,10,2 2 2 2 2 2 2 2 2 2
1554,89,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1555,88,1,14,2 2 2 2 2 2 2 2 2 2 2 2 2 2
1556,87,1,12,2 2 2 2 2 2 2 2 2 2 2 2
1557,61,1,7,2 2 2 2 2 2 2
1558,79,1,10,2 2 2 2 2 2 2 2 2 2
1559,88,1,14,2 2 2 2 2 2 2 2 2 2 2 2 2 2
1560,85,1,13,2 2 2 2 2 2 2 2 2 2 2 2 2
1561,78,1,10,2 2 2 2 2 2 2 2 2 2
1562,90,1,16,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1563,88,1,14,2 2 2 2 2 2 2 2 2 2 2 2 2 2
1564,84,1,13,2 2 2 2 2 2 2 2 2 2 2 2 2
1565,87,1,14,2 2 2 2 2 2 2 2 2 2 2 2 2 2
1566,87,1,14,2 2 2 2 2 2 2 2 2 2 2 2 2 2
1567,87,1,14,2 2 2 2 2 2 2 2 2 2 2 2 2 2
1568,63,1,9,2 2 2 2 2 2 2 2 2
1569,89,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1570,89,1,15,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
1571,146,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 1
1572,148,1,27,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1573,146,1,27,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1574,146,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 1
1575,148,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 1
1576,141,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 1
1577,149,1,27,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1578,142,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1579,145,1,27,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1580,147,1,27,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1581,145,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 1
1582,142,1,27,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1583,147,1,27,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1584,148,1,27,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1585,148,1,27,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1586,150,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 1
1587,152,1,27,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1588,147,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 1
1589,150,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 1
1590,144,1,27,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1591,142,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1592,140,1,25,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1593,147,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 1
1594,140,1,27,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1595,145,1,26,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1596,144,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 1
1597,148,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 1
1598,147,1,27,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1599,145,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 1
1600,143,1,27,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 1
1601,148,1,27,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1602,150,1,27,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1603,91,1,16,2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2
1604,107,1,21,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2
1605,68,1,8,2 2 2 2 2 2 2 2
1606,105,1,20,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2
1607,103,1,20,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2
1608,88,1,17,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2
1609,74,1,10,2 2 2 2 2 2 2 2 2 2
1610,91,1,17,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2
1611,103,1,21,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2
1612,106,1,21,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2
1613,29,1,4,2 2 2 2
1614,105,1,20,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2
1615,94,1,17,2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2
1616,108,1,20,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2
1617,72,1,9,2 2 2 2 2 2 2 2 2
1618,106,1,20,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2
1619,68,1,8,2 2 2 2 2 2 2 2
1620,99,1,18,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2
1621,103,1,20,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2
1622,98,1,18,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2
1623,61,1,11,2 2 2 2 2 2 2 2 2 1 2
1624,96,1,20,2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2
1625,138,1,25,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1626,144,1,26,2 2 2 1 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1627,144,1,26,2 2 2 1 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1628,135,1,25,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1629,144,1,26,2 2 2 1 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1630,144,1,26,2 2 2 1 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1631,144,1,26,2 2 2 1 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1632,144,1,26,2 2 2 1 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1633,133,1,24,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1
1634,138,1,25,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1635,140,1,25,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1636,134,1,25,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1637,137,1,25,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1638,144,1,26,2 2 2 1 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1639,144,1,26,2 2 2 1 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1640,135,1,24,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1
1641,143,1,26,2 2 2 1 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1642,135,1,25,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1643,130,1,24,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1
1644,132,1,25,2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2
1645,97,1,14,2 2 2 2 2 2 2 2 2 2 2 2 2 1
1646,102,1,17,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1647,102,1,18,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1648,98,1,16,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1649,100,1,18,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1650,100,1,17,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1651,102,1,18,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1652,102,1,17,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
1653,103,1,19,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1
